"Pompatus of Love, The (1996)","[(1.0, 'Young Guns II (1990)'), (1.0, 'Year of the Horse (1997)'), (1.0, 'Wyatt Earp (1994)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Wishmaster (1997)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Winnie the Pooh and the Blustery Day (1968)'), (1.0, 'Wings of Desire (1987)')]"
2 Days in the Valley (1996),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wild Things (1998)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'War Room, The (1993)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Two Friends (1986) ')]"
"Jerky Boys, The (1994)","[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wings of Desire (1987)'), (1.0, ""William Shakespeare's Romeo and Juliet (1996)""), (1.0, 'Wild Bill (1995)'), (1.0, ""White Man's Burden (1995)"")]"
"Close Shave, A (1995)","[(1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'Welcome To Sarajevo (1997)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'Visitors, The (Visiteurs, Les) (1993)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Underground (1995)')]"
Amadeus (1984),"[(1.0, 'Wings of Courage (1995)'), (1.0, 'Wild America (1997)'), (1.0, 'Tetsuo II: Body Hammer (1992)'), (1.0, 'Stonewall (1995)'), (1.0, 'Spanish Prisoner, The (1997)'), (1.0, ""Some Mother's Son (1996)""), (1.0, 'Slingshot, The (1993)'), (1.0, 'Saint of Fort Washington, The (1993)'), (1.0, 'Promesse, La (1996)'), (1.0, 'Prefontaine (1997)')]"
Critical Care (1997),"[(1.0, 'Year of the Horse (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wild Bill (1995)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, ""What's Love Got to Do with It (1993)""), (1.0, ""What's Eating Gilbert Grape (1993)"")]"
"Clockwork Orange, A (1971)","[(1.0, 'Year of the Horse (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wings of Courage (1995)'), (1.0, 'Wild America (1997)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Touki Bouki (Journey of the Hyena) (1973)'), (1.0, 'Total Eclipse (1995)')]"
Country Life (1994),"[(1.0, 'Wild America (1997)'), (1.0, ""Widows' Peak (1994)""), (1.0, ""Wes Craven's New Nightmare (1994)""), (1.0, 'Village of the Damned (1995)'), (1.0, 'Two if by Sea (1996)'), (1.0, 'Two Much (1996)'), (1.0, 'Trust (1990)'), (1.0, 'Treasure of the Sierra Madre, The (1948)'), (1.0, 'To Wong Foo, Thanks for Everything! Julie Newmar (1995)'), (1.0, 'That Darn Cat! (1965)')]"
Boys in Venice (1996),"[(1.0, ""Young Poisoner's Handbook, The (1995)""), (1.0, 'Year of the Horse (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wrong Trousers, The (1993)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)')]"
Wings of Courage (1995),"[(1.0, 'Young Frankenstein (1974)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Willy Wonka and the Chocolate Factory (1971)'), (1.0, 'Wild Bunch, The (1969)'), (1.0, 'While You Were Sleeping (1995)'), (1.0, ""Wes Craven's New Nightmare (1994)""), (1.0, 'Victor/Victoria (1982)'), (1.0, 'Up in Smoke (1978)'), (1.0, 'Until the End of the World (Bis ans Ende der Welt) (1991)'), (1.0, 'Twelve Monkeys (1995)')]"
"Fifth Element, The (1997)","[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'You So Crazy (1994)'), (1.0, 'World of Apu, The (Apur Sansar) (1959)'), (1.0, 'Two Friends (1986) '), (1.0, 'Swept from the Sea (1997)'), (1.0, 'Swan Princess, The (1994)'), (1.0, 'Story of Xinghua, The (1993)'), (1.0, 'Stonewall (1995)'), (1.0, 'Silence of the Palace, The (Saimt el Qusur) (1994)'), (1.0, 'Shooting Fish (1997)')]"
Heaven & Earth (1993),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Wings of the Dove, The (1997)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Washington Square (1997)'), (1.0, 'Walkabout (1971)'), (1.0, 'Virtuosity (1995)'), (1.0, 'Unstrung Heroes (1995)')]"
"Paris, Texas (1984)","[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'With Honors (1994)'), (1.0, 'Wild Bill (1995)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)')]"
Tombstone (1993),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Wild Things (1998)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War Room, The (1993)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)')]"
Lawnmower Man 2: Beyond Cyberspace (1996),"[(1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'With Honors (1994)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, ""Weekend at Bernie's (1989)""), (1.0, 'Vermin (1998)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Unhook the Stars (1996)'), (1.0, 'Two Much (1996)')]"
"Howling, The (1981)","[(1.0, 'Witness (1985)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wife, The (1995)'), (1.0, ""Widows' Peak (1994)""), (1.0, ""White Man's Burden (1995)""), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'U.S. Marshalls (1998)'), (1.0, 'Twilight (1998)'), (1.0, 'Twelfth Night (1996)')]"
Mouse Hunt (1997),"[(1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Bill (1995)'), (1.0, ""Weekend at Bernie's (1989)""), (1.0, 'Wedding Bell Blues (1996)'), (1.0, 'Virtuosity (1995)'), (1.0, 'Village of the Damned (1995)'), (1.0, 'Vermin (1998)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Underworld (1997)'), (1.0, 'Two if by Sea (1996)')]"
Of Human Bondage (1934),"[(1.0, 'Wyatt Earp (1994)'), (1.0, 'Whole Wide World, The (1996)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When We Were Kings (1996)'), (1.0, 'Walk in the Clouds, A (1995)'), (1.0, 'Unforgiven (1992)'), (1.0, 'True Romance (1993)'), (1.0, 'Top Hat (1935)'), (1.0, 'Tom & Viv (1994)'), (1.0, 'Threesome (1994)')]"
"Queen Margot (Reine Margot, La) (1994)","[(1.0, 'Yankee Zulu (1994)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Bill (1995)'), (1.0, ""White Man's Burden (1995)""), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Very Brady Sequel, A (1996)')]"
Scream of Stone (Schrei aus Stein) (1991),"[(1.0, 'Young Guns (1988)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wizard of Oz, The (1939)'), (1.0, 'Willy Wonka and the Chocolate Factory (1971)'), (1.0, 'While You Were Sleeping (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, ""What's Eating Gilbert Grape (1993)""), (1.0, 'Under Siege (1992)'), (1.0, 'True Lies (1994)'), (1.0, 'Top Gun (1986)')]"
Before the Rain (Pred dozhdot) (1994),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wrong Trousers, The (1993)'), (1.0, 'World of Apu, The (Apur Sansar) (1959)'), (1.0, 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)')]"
"Fish Called Wanda, A (1988)","[(1.0, 'Wonderland (1997)'), (1.0, 'Witness (1985)'), (1.0, 'Underground (1995)'), (1.0, 'Tough and Deadly (1995)'), (1.0, 'Three Lives and Only One Death (1996)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'Substance of Fire, The (1996)'), (1.0, 'Stars Fell on Henrietta, The (1995)'), (1.0, 'Spirits of the Dead (Tre passi nel delirio) (1968)'), (1.0, ""Someone Else's America (1995)"")]"
Deep Rising (1998),"[(1.0, 'Vampire in Brooklyn (1995)'), (1.0, 'Up Close and Personal (1996)'), (1.0, 'Truman Show, The (1998)'), (1.0, 'Trigger Effect, The (1996)'), (1.0, 'Trial and Error (1997)'), (1.0, 'Tokyo Fist (1995)'), (1.0, 'To Die For (1995)'), (1.0, 'Threesome (1994)'), (1.0, 'Three Colors: Red (1994)'), (1.0, 'Three Colors: Blue (1993)')]"
Eat Drink Man Woman (1994),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wings of Courage (1995)'), (1.0, ""White Man's Burden (1995)""), (1.0, 'When Night Is Falling (1995)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'Walking and Talking (1996)')]"
Ready to Wear (Pret-A-Porter) (1994),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Wild Bill (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)')]"
Conspiracy Theory (1997),"[(1.0, 'Zeus and Roxanne (1997)'), (1.0, 'Underground (1995)'), (1.0, 'Tokyo Fist (1995)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'Stripes (1981)'), (1.0, 'Stonewall (1995)'), (1.0, 'Safe Passage (1994)'), (1.0, 'Run of the Country, The (1995)'), (1.0, 'Prefontaine (1997)'), (1.0, 'Paris Was a Woman (1995)')]"
"Man Who Knew Too Little, The (1997)","[(1.0, 'Window to Paris (1994)'), (1.0, 'War at Home, The (1996)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Twin Town (1997)'), (1.0, 'Turning, The (1992)'), (1.0, 'That Old Feeling (1997)'), (1.0, 'Sudden Manhattan (1996)'), (1.0, 'Substance of Fire, The (1996)'), (1.0, 'Striking Distance (1993)'), (1.0, 'Stag (1997)')]"
"Shawshank Redemption, The (1994)","[(1.0, 'Wings of Courage (1995)'), (1.0, 'The Deadly Cure (1996)'), (1.0, 'Substance of Fire, The (1996)'), (1.0, 'Spanish Prisoner, The (1997)'), (1.0, 'Saint of Fort Washington, The (1993)'), (1.0, 'Reluctant Debutante, The (1958)'), (1.0, 'Promesse, La (1996)'), (1.0, 'Prefontaine (1997)'), (1.0, 'Palmetto (1998)'), (1.0, 'Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)')]"
"Star Maker, The (Uomo delle stelle, L') (1995)","[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wizard of Oz, The (1939)'), (1.0, 'Wild Things (1998)'), (1.0, ""Widows' Peak (1994)""), (1.0, 'White Balloon, The (1995)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When Night Is Falling (1995)')]"
Angel on My Shoulder (1946),"[(1.0, 'What Happened Was... (1994)'), (1.0, 'Very Brady Sequel, A (1996)'), (1.0, 'Unforgettable (1996)'), (1.0, 'Under Siege (1992)'), (1.0, 'Unbearable Lightness of Being, The (1988)'), (1.0, 'Twelve Monkeys (1995)'), (1.0, 'True Lies (1994)'), (1.0, 'Tomorrow Never Dies (1997)'), (1.0, 'Tombstone (1993)'), (1.0, 'To Wong Foo, Thanks for Everything! Julie Newmar (1995)')]"
"Thousand Acres, A (1997)","[(1.0, 'Zeus and Roxanne (1997)'), (1.0, 'Women, The (1939)'), (1.0, 'Wild Things (1998)'), (1.0, ""Widows' Peak (1994)""), (1.0, 'Vermin (1998)'), (1.0, 'Turbo: A Power Rangers Movie (1997)'), (1.0, 'Truth or Consequences, N.M. (1997)'), (1.0, 'Threesome (1994)'), (1.0, 'Temptress Moon (Feng Yue) (1996)'), (1.0, 'Star Trek: The Motion Picture (1979)')]"
"Lion King, The (1994)","[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wonderland (1997)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wings of Courage (1995)'), (1.0, 'Wife, The (1995)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Two Deaths (1995)')]"
Lotto Land (1995),"[(1.0, ""Young Poisoner's Handbook, The (1995)""), (1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wishmaster (1997)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'Welcome to the Dollhouse (1995)'), (1.0, 'Washington Square (1997)')]"
"Saint, The (1997)","[(1.0, 'Venice/Venice (1992)'), (1.0, 'Two Deaths (1995)'), (1.0, 'Two Bits (1995)'), (1.0, 'Tom & Viv (1994)'), (1.0, 'Tokyo Fist (1995)'), (1.0, 'The Deadly Cure (1996)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'Stefano Quantestorie (1993)'), (1.0, 'Somebody to Love (1994)'), (1.0, 'So Dear to My Heart (1949)')]"
One Fine Day (1996),"[(1.0, 'Unzipped (1995)'), (1.0, 'Until the End of the World (Bis ans Ende der Welt) (1991)'), (1.0, 'Underground (1995)'), (1.0, 'Top Hat (1935)'), (1.0, 'Target (1995)'), (1.0, 'Swan Princess, The (1994)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'Safe Passage (1994)'), (1.0, 'Rough Magic (1995)'), (1.0, 'Perfect Candidate, A (1996)')]"
"Whole Wide World, The (1996)","[(1.0, 'Wyatt Earp (1994)'), (1.0, 'Welcome To Sarajevo (1997)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Two or Three Things I Know About Her (1966)'), (1.0, 'Transformers: The Movie, The (1986)'), (1.0, 'Top Hat (1935)'), (1.0, 'Timecop (1994)'), (1.0, 'Three Musketeers, The (1993)'), (1.0, 'Three Caballeros, The (1945)'), (1.0, 'Thirty-Two Short Films About Glenn Gould (1993)')]"
Wend Kuuni (God's Gift) (1982),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wrong Trousers, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wings of Desire (1987)'), (1.0, ""William Shakespeare's Romeo and Juliet (1996)""), (1.0, 'Wild Bill (1995)')]"
Meet Me in St. Louis (1944),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Wings of Courage (1995)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wild Reeds (1994)'), (1.0, ""White Man's Burden (1995)""), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Wedding Gift, The (1994)')]"
Quartier Mozart (1992),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'Wrong Trousers, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wings of Desire (1987)'), (1.0, ""William Shakespeare's Romeo and Juliet (1996)""), (1.0, 'Wild Bill (1995)')]"
"Truth About Cats & Dogs, The (1996)","[(1.0, 'Underground (1995)'), (1.0, 'Total Eclipse (1995)'), (1.0, 'Three Lives and Only One Death (1996)'), (1.0, 'Target (1995)'), (1.0, 'Sweet Nothing (1995)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'Sprung (1997)'), (1.0, 'Sleepover (1995)'), (1.0, 'Scarlet Letter, The (1995)'), (1.0, 'Safe Passage (1994)')]"
Fly Away Home (1996),"[(1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Venice/Venice (1992)'), (1.0, 'Underground (1995)'), (1.0, 'Two Bits (1995)'), (1.0, 'Twilight (1998)'), (1.0, 'Tie That Binds, The (1995)'), (1.0, 'Three Wishes (1995)'), (1.0, 'The Deadly Cure (1996)'), (1.0, 'Talking About Sex (1994)'), (1.0, 'Swan Princess, The (1994)')]"
Absolute Power (1997),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'You So Crazy (1994)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wild America (1997)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'War Room, The (1993)'), (1.0, 'Two Friends (1986) '), (1.0, 'To Live (Huozhe) (1994)'), (1.0, 'Three Wishes (1995)'), (1.0, 'Thieves (Voleurs, Les) (1996)')]"
Carried Away (1996),"[(1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Unzipped (1995)'), (1.0, 'Underground (1995)'), (1.0, 'U Turn (1997)'), (1.0, 'Two if by Sea (1996)')]"
