What's Eating Gilbert Grape ,What's Eating Gilbert Grape,1993,"http://ia.media-imdb.com/images/M/MV5BMTM2NTUyMjE0Ml5BMl5BanBnXkFtZTYwOTQwNTU5._V1_SY317_CR2,0,214,317_.jpg",http://www.imdb.com/title/tt0108550/
"Firm, The ",Firm,1993,"http://ia.media-imdb.com/images/M/MV5BMTI3OTI4Mzg5MV5BMl5BanBnXkFtZTcwMjY3NTkxMQ@@._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0106918/
When Harry Met Sally... ,When Harry Met Sally...,1989,static/images/nocover.png,http://www.imdb.com/title/tt0098635/
Cold Comfort Farm ,Cold Comfort Farm,1995,"http://ia.media-imdb.com/images/M/MV5BMjA0NTA4NDUwMV5BMl5BanBnXkFtZTcwNDcyNTUxMQ@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0112701/
"Postino, Il ",Postino,1994,"http://ia.media-imdb.com/images/M/MV5BMTc2MTc5NjI5Nl5BMl5BanBnXkFtZTYwMTA0NDA5._V1_SY317_CR10,0,214,317_.jpg",http://www.imdb.com/title/tt0082934/
GoldenEye ,GoldenEye,1995,http://ia.media-imdb.com/images/M/MV5BMzk2OTg4MTk1NF5BMl5BanBnXkFtZTcwNjExNTgzNA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0113189/
"Last of the Mohicans, The ",Last of the Mohicans,1992,"http://ia.media-imdb.com/images/M/MV5BMTQ0MjQ5NDAzMV5BMl5BanBnXkFtZTcwNjYzMjE2MQ@@._V1_SY317_CR8,0,214,317_.jpg",http://www.imdb.com/title/tt0104691/
101 Dalmatians ,101 Dalmatians,1996,"http://ia.media-imdb.com/images/M/MV5BMTkxNjQwMjM4OF5BMl5BanBnXkFtZTcwMTU5NDMyMQ@@._V1_SY317_CR7,0,214,317_.jpg",http://www.imdb.com/title/tt0115433/
Quiz Show ,Quiz Show,1994,"http://ia.media-imdb.com/images/M/MV5BMTc2NTU3MTY4Nl5BMl5BanBnXkFtZTcwNTc1NzkxMQ@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0110932/
Phenomenon ,Phenomenon,1996,"http://ia.media-imdb.com/images/M/MV5BMTk1MzUwMjI5NV5BMl5BanBnXkFtZTYwNzc0Mjg4._V1_SY317_CR2,0,214,317_.jpg",http://www.imdb.com/title/tt0117333/
Air Bud ,Air Bud,1997,"http://ia.media-imdb.com/images/M/MV5BMTg0NzYzNDE4M15BMl5BanBnXkFtZTcwNTg4NzQzMQ@@._V1_SY317_CR0,0,214,317_.jpg",http://www.imdb.com/title/tt0118570/
"Wrong Trousers, The ",Wrong Trousers,1993,http://ia.media-imdb.com/images/M/MV5BMTgxNjQxNzM0OV5BMl5BanBnXkFtZTcwMTQyNzAyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0108598/
"Good, The Bad and The Ugly, The ",Good,1966,"http://ia.media-imdb.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@._V1_SY317_CR1,0,214,317_.jpg",http://www.imdb.com/title/tt0119217/
Mr. Smith Goes to Washington ,Mr. Smith Goes to Washington,1939,http://ia.media-imdb.com/images/M/MV5BMjAwMzU5ODkwNF5BMl5BanBnXkFtZTcwNTg4Mjk3OA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0031679/
Starship Troopers ,Starship Troopers,1997,http://ia.media-imdb.com/images/M/MV5BOTE3MDAyNTM4OF5BMl5BanBnXkFtZTcwMTcxNDI4OA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0120201/
"Cable Guy, The ",Cable Guy,1996,http://ia.media-imdb.com/images/M/MV5BMTIwODI4OTA5NF5BMl5BanBnXkFtZTcwMzQ5MDYyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0115798/
"Hunt for Red October, The ",Hunt for Red October,1990,"http://ia.media-imdb.com/images/M/MV5BMTgxMTE3ODY3OF5BMl5BanBnXkFtZTcwNjY3NDEzMQ@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0099810/
"Room with a View, A ",Room with a View,1986,"http://ia.media-imdb.com/images/M/MV5BMTg2OTI1MTAyMF5BMl5BanBnXkFtZTYwMjgzODg4._V1_SY317_CR10,0,214,317_.jpg",http://www.imdb.com/title/tt0091867/
Disclosure ,Disclosure,1994,"http://ia.media-imdb.com/images/M/MV5BMTM2MTU3NTY1OF5BMl5BanBnXkFtZTcwMjQ3OTYxMQ@@._V1_SY317_CR11,0,214,317_.jpg",http://www.imdb.com/title/tt0109635/
Bram Stoker's Dracula ,Bram Stoker's Dracula,1992,"http://ia.media-imdb.com/images/M/MV5BMTI5MTU0NjAyMl5BMl5BanBnXkFtZTcwNTM3MjM1MQ@@._V1_SY317_CR10,0,214,317_.jpg",http://www.imdb.com/title/tt0103874/
Taxi Driver ,Taxi Driver,1976,"http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@._V1_SY317_CR9,0,214,317_.jpg",http://www.imdb.com/title/tt0075314/
Chasing Amy ,Chasing Amy,1997,"http://ia.media-imdb.com/images/M/MV5BMTY5ODMyMDY4NF5BMl5BanBnXkFtZTcwNDgwMDEyMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0118842/
"Grand Day Out, A ",Grand Day Out,1992,http://ia.media-imdb.com/images/M/MV5BMTg2ODgyNDY1Ml5BMl5BanBnXkFtZTcwMDY3ODMyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0104361/
Crumb ,Crumb,1994,"http://ia.media-imdb.com/images/M/MV5BMTc1MzcxODgwMl5BMl5BanBnXkFtZTcwMjU1NzE1Mw@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0109508/
Mad Love ,Mad Love,1995,"http://ia.media-imdb.com/images/M/MV5BNDE0NTQ1NjQzM15BMl5BanBnXkFtZTYwNDI4MDU5._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0113729/
Batman & Robin ,Batman & Robin,1997,http://ia.media-imdb.com/images/M/MV5BMjE3NzcyNzM4MF5BMl5BanBnXkFtZTYwNDA3Mzk4._V1_SX214_.jpg,http://www.imdb.com/title/tt0118688/
"Abyss, The ",Abyss,1989,"http://ia.media-imdb.com/images/M/MV5BMTIwMDA4MTEzMF5BMl5BanBnXkFtZTcwMTcxMTU1MQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0096754/
Dead Man Walking ,Dead Man Walking,1995,http://ia.media-imdb.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0112818/
All Dogs Go to Heaven 2 ,All Dogs Go to Heaven 2,1996,http://ia.media-imdb.com/images/M/MV5BMTI2MjYyODUzNV5BMl5BanBnXkFtZTcwMTczNzUxMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0115509/
Good Will Hunting ,Good Will Hunting,1997,"http://ia.media-imdb.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@._V1_SY317_CR1,0,214,317_.jpg",http://www.imdb.com/title/tt0119217/
Seven (Se7en) ,Seven (Se7en),1995,http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0114369/
"Net, The ",Net,1995,"http://ia.media-imdb.com/images/M/MV5BMTU0NjA2NzIwOF5BMl5BanBnXkFtZTYwNTExNTg4._V1_SY317_CR1,0,214,317_.jpg",http://www.imdb.com/title/tt0113957/
Moll Flanders ,Moll Flanders,1996,http://ia.media-imdb.com/images/M/MV5BMTIzNzA0NDU3OV5BMl5BanBnXkFtZTYwMDExODg5._V1_SX214_.jpg,http://www.imdb.com/title/tt0117071/
Amadeus ,Amadeus,1984,http://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_SX214_.jpg,http://www.imdb.com/title/tt0086879/
"Fugitive, The ",Fugitive,1993,"http://ia.media-imdb.com/images/M/MV5BMTM5MjEyOTg0OF5BMl5BanBnXkFtZTYwMjEzMjE5._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0106977/
"Rock, The ",Rock,1996,"http://ia.media-imdb.com/images/M/MV5BMTM3MTczOTM1OF5BMl5BanBnXkFtZTYwMjc1NDA5._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0117500/
Richard III ,Richard III,1995,"http://ia.media-imdb.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0114279/
Nadja ,Nadja,1994,"http://ia.media-imdb.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@._V1_SY317_CR51,0,214,317_.jpg",http://www.imdb.com/title/tt0110620/
Crimson Tide ,Crimson Tide,1995,"http://ia.media-imdb.com/images/M/MV5BMjY4NDQxMjcwNV5BMl5BanBnXkFtZTcwNDA1MjA0MQ@@._V1_SY317_CR6,0,214,317_.jpg",http://www.imdb.com/title/tt0112740/
Star Wars ,Star Wars,1977,http://ia.media-imdb.com/images/M/MV5BMTU4NTczODkwM15BMl5BanBnXkFtZTcwMzEyMTIyMw@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0076759/
Blade Runner ,Blade Runner,1982,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX214_.jpg,http://www.imdb.com/title/tt0083658/
"Bridge on the River Kwai, The ",Bridge on the River Kwai,1957,http://ia.media-imdb.com/images/M/MV5BMTc2NzA0NTEwNF5BMl5BanBnXkFtZTcwMzA0MTk3OA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0050212/
Kull the Conqueror ,Kull the Conqueror,1997,http://ia.media-imdb.com/images/M/MV5BMjE4MzU5MjMyNF5BMl5BanBnXkFtZTYwOTUzMjc4._V1_SX214_.jpg,http://www.imdb.com/title/tt0119484/
"Nightmare Before Christmas, The ",Nightmare Before Christmas,1993,"http://ia.media-imdb.com/images/M/MV5BMTc5MDY0MjkwNV5BMl5BanBnXkFtZTcwNTk2Njk3OA@@._V1_SY317_CR12,0,214,317_.jpg",http://www.imdb.com/title/tt0107688/
Maverick ,Maverick,1994,"http://ia.media-imdb.com/images/M/MV5BMTE5OTQzMzU3Nl5BMl5BanBnXkFtZTcwNTA3MTMyMQ@@._V1_SY317_CR10,0,214,317_.jpg",http://www.imdb.com/title/tt0110478/
Mimic ,Mimic,1997,"http://ia.media-imdb.com/images/M/MV5BMTg4NTIwMTE5M15BMl5BanBnXkFtZTcwMjkyMTMyMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0119675/
While You Were Sleeping ,While You Were Sleeping,1995,http://ia.media-imdb.com/images/M/MV5BMTc2MTc5MTIzMF5BMl5BanBnXkFtZTYwOTI3NjA5._V1_SX214_.jpg,http://www.imdb.com/title/tt0114924/
Pulp Fiction ,Pulp Fiction,1994,"http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0110912/
Free Willy ,Free Willy,1993,"http://ia.media-imdb.com/images/M/MV5BMTIwNDc5MzAxNV5BMl5BanBnXkFtZTYwOTE2NDE5._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0106965/
Sleepless in Seattle ,Sleepless in Seattle,1993,"http://ia.media-imdb.com/images/M/MV5BMTIzNDM0MTAzNV5BMl5BanBnXkFtZTcwNDE3MDMyMQ@@._V1_SY317_CR2,0,214,317_.jpg",http://www.imdb.com/title/tt0108160/
Jude ,Jude,1996,"http://ia.media-imdb.com/images/M/MV5BMTM0MTIyOTc1NF5BMl5BanBnXkFtZTYwMDI5NDg4._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0116722/
Star Trek VI: The Undiscovered Country ,Star Trek VI: The Undiscovered Country,1991,http://ia.media-imdb.com/images/M/MV5BMTkyODE4MDIxNV5BMl5BanBnXkFtZTcwNzYxNDI4OA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0102975/
Event Horizon ,Event Horizon,1997,"http://ia.media-imdb.com/images/M/MV5BMTI2Nzc4MzAxNl5BMl5BanBnXkFtZTcwNTQ4MDMzMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0119081/
Home Alone ,Home Alone,1990,"http://ia.media-imdb.com/images/M/MV5BMTUzMzg4MTg2M15BMl5BanBnXkFtZTYwNDM4OTk4._V1_SY317_CR6,0,214,317_.jpg",http://www.imdb.com/title/tt0099785/
Platoon ,Platoon,1986,http://ia.media-imdb.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0091763/
Twister ,Twister,1996,"http://ia.media-imdb.com/images/M/MV5BMjE3NDMzODA2M15BMl5BanBnXkFtZTcwMDA5MDkxMQ@@._V1_SY317_CR0,0,214,317_.jpg",http://www.imdb.com/title/tt0117998/
"Fifth Element, The ",Fifth Element,1997,"http://ia.media-imdb.com/images/M/MV5BMTkzOTkwNTI4N15BMl5BanBnXkFtZTYwMDIzNzI5._V1_SY317_CR6,0,214,317_.jpg",http://www.imdb.com/title/tt0119116/
Unhook the Stars ,Unhook the Stars,1996,"http://ia.media-imdb.com/images/M/MV5BMTM5NjgxMDQwN15BMl5BanBnXkFtZTcwODk1NTgxMQ@@._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0118044/
Under Siege ,Under Siege,1992,"http://ia.media-imdb.com/images/M/MV5BMTIxMzEyNTczM15BMl5BanBnXkFtZTcwMjUzMzUxMQ@@._V1_SY317_CR10,0,214,317_.jpg",http://www.imdb.com/title/tt0105690/
Glengarry Glen Ross ,Glengarry Glen Ross,1992,"http://ia.media-imdb.com/images/M/MV5BMjEwMzA1MTc1MV5BMl5BanBnXkFtZTYwOTg4MzA5._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0104348/
Dances with Wolves ,Dances with Wolves,1990,http://ia.media-imdb.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0099348/
Young Frankenstein ,Young Frankenstein,1974,"http://ia.media-imdb.com/images/M/MV5BMTc2MzgwNjAzNV5BMl5BanBnXkFtZTcwNTUyNjQzMQ@@._V1_SY317_CR7,0,214,317_.jpg",http://www.imdb.com/title/tt0072431/
Mr. Holland's Opus ,Mr. Holland's Opus,1995,"http://ia.media-imdb.com/images/M/MV5BMTUxODUxOTk2M15BMl5BanBnXkFtZTcwODk2NDYxMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0113862/
Bound ,Bound,1996,"http://ia.media-imdb.com/images/M/MV5BMTI0MjczOTYxNl5BMl5BanBnXkFtZTYwNjc0Mjk5._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0115736/
Belle de jour ,Belle de jour,1967,"http://ia.media-imdb.com/images/M/MV5BMTMyMjUyNDY5MV5BMl5BanBnXkFtZTcwMzMxNDkxMQ@@._V1_SY317_CR8,0,214,317_.jpg",http://www.imdb.com/title/tt0061395/
Basic Instinct ,Basic Instinct,1992,"http://ia.media-imdb.com/images/M/MV5BMTcxMjY2NzcyMV5BMl5BanBnXkFtZTYwMjAxNTQ5._V1_SY317_CR8,0,214,317_.jpg",http://www.imdb.com/title/tt0103772/
Snow White and the Seven Dwarfs ,Snow White and the Seven Dwarfs,1937,http://ia.media-imdb.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0029583/
"Clockwork Orange, A ",Clockwork Orange,1971,"http://ia.media-imdb.com/images/M/MV5BMjE1NjcwMTYxM15BMl5BanBnXkFtZTcwMjcxNDg3OA@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0066921/
Jerry Maguire ,Jerry Maguire,1996,http://ia.media-imdb.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0116695/
"Devil's Own, The ",Devil's Own,1997,"http://ia.media-imdb.com/images/M/MV5BNDA4NDk1MDM3MV5BMl5BanBnXkFtZTcwMDI1NDAzMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0118972/
"Godfather, The ",Godfather,1972,http://ia.media-imdb.com/images/M/MV5BMjEyMjcyNDI4MF5BMl5BanBnXkFtZTcwMDA5Mzg3OA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0068646/
"Lawnmower Man, The ",Lawnmower Man,1992,http://ia.media-imdb.com/images/M/MV5BMTQ2NTk4MDc1Ml5BMl5BanBnXkFtZTYwOTk2OTY4._V1_SX214_.jpg,http://www.imdb.com/title/tt0104692/
"Lost World: Jurassic Park, The ",Lost World: Jurassic Park,1997,http://ia.media-imdb.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4._V1_SX214_.jpg,http://www.imdb.com/title/tt0119567/
"Ghost and the Darkness, The ",Ghost and the Darkness,1996,"http://ia.media-imdb.com/images/M/MV5BMTQxNTcwMDc1OV5BMl5BanBnXkFtZTcwMDYyMzMyMQ@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0116409/
Strange Days ,Strange Days,1995,"http://ia.media-imdb.com/images/M/MV5BMTIyNzExNjIxOF5BMl5BanBnXkFtZTcwOTE5NDQzMQ@@._V1_SY317_CR11,0,214,317_.jpg",http://www.imdb.com/title/tt0114558/
Die Hard 2 ,Die Hard 2,1990,"http://ia.media-imdb.com/images/M/MV5BMTc5MTM0MDI1Nl5BMl5BanBnXkFtZTcwMDU1MjE2MQ@@._V1_SY317_CR27,0,214,317_.jpg",http://www.imdb.com/title/tt0099423/
So I Married an Axe Murderer ,So I Married an Axe Murderer,1993,"http://ia.media-imdb.com/images/M/MV5BMTY3OTY0NzYzMV5BMl5BanBnXkFtZTcwMDc2MjYxMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0108174/
Swingers ,Swingers,1996,http://ia.media-imdb.com/images/M/MV5BMTcxMDQ1MjUxOF5BMl5BanBnXkFtZTYwMzAwNTA5._V1_SX214_.jpg,http://www.imdb.com/title/tt0117802/
Groundhog Day ,Groundhog Day,1993,"http://ia.media-imdb.com/images/M/MV5BMjA3MjQ4NTAxNF5BMl5BanBnXkFtZTcwMjA3Njk3OA@@._V1_SY317_CR8,0,214,317_.jpg",http://www.imdb.com/title/tt0107048/
Four Weddings and a Funeral ,Four Weddings and a Funeral,1994,http://ia.media-imdb.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0109831/
"Madness of King George, The ",Madness of King George,1994,http://ia.media-imdb.com/images/M/MV5BMjExMzk0ODQyNV5BMl5BanBnXkFtZTcwODk0ODE1NA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0110428/
"Full Monty, The ",Full Monty,1997,"http://ia.media-imdb.com/images/M/MV5BMTg2NDM5NTQzM15BMl5BanBnXkFtZTcwMzg0OTMyMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0119164/
"Frighteners, The ",Frighteners,1996,http://ia.media-imdb.com/images/M/MV5BOTEyNTg4ODczNF5BMl5BanBnXkFtZTcwMTgxMTYyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0116365/
"Right Stuff, The ",Right Stuff,1983,"http://ia.media-imdb.com/images/M/MV5BMTgxMzE2ODQxM15BMl5BanBnXkFtZTYwNDUwNzk5._V1_SY317_CR8,0,214,317_.jpg",http://www.imdb.com/title/tt0086197/
Breaking the Waves ,Breaking the Waves,1996,"http://ia.media-imdb.com/images/M/MV5BMTcyMDE4NTAxMF5BMl5BanBnXkFtZTYwODAwMDc5._V1_SY317_CR6,0,214,317_.jpg",http://www.imdb.com/title/tt0115751/
Natural Born Killers ,Natural Born Killers,1994,"http://ia.media-imdb.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_SY317_CR0,0,214,317_.jpg",http://www.imdb.com/title/tt0110632/
George of the Jungle ,George of the Jungle,1997,http://ia.media-imdb.com/images/M/MV5BMTUxNjQ2NjA1OV5BMl5BanBnXkFtZTcwMDAyMTYyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0119190/
Ace Ventura: Pet Detective ,Ace Ventura: Pet Detective,1994,http://ia.media-imdb.com/images/M/MV5BMjA2MDMyMDE5OV5BMl5BanBnXkFtZTcwNTIzNTAyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0109040/
Angels and Insects ,Angels and Insects,1995,"http://ia.media-imdb.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0112365/
Shall We Dance? ,Shall We Dance?,1996,http://ia.media-imdb.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0358135/
Fargo ,Fargo,1996,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX214_.jpg,http://www.imdb.com/title/tt0116282/
Apocalypse Now ,Apocalypse Now,1979,"http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@._V1_SY317_CR12,0,214,317_.jpg",http://www.imdb.com/title/tt0078788/
Akira ,Akira,1988,"http://ia.media-imdb.com/images/M/MV5BMjA5NzIwMjQ4MV5BMl5BanBnXkFtZTcwMDEwNzQyMQ@@._V1_SY317_CR5,0,214,317_.jpg",http://www.imdb.com/title/tt0094625/
Operation Dumbo Drop ,Operation Dumbo Drop,1995,"http://ia.media-imdb.com/images/M/MV5BNTU2NzQyNDQ0NV5BMl5BanBnXkFtZTcwNTk4NjIyMQ@@._V1_SY317_CR4,0,214,317_.jpg",http://www.imdb.com/title/tt0114048/
Young Guns ,Young Guns,1988,"http://ia.media-imdb.com/images/M/MV5BMjEzMzIyMjM3NV5BMl5BanBnXkFtZTcwMjgxNDcxMQ@@._V1_SY317_CR3,0,214,317_.jpg",http://www.imdb.com/title/tt0096487/
